Species Key	Species ID	Species Label	Active Taxa	Group	Proteome ID	Proteome Taxon	Proteome Type	Species Name	Proteome Label	Updated
11039-Western-equine-encephalitis-virus	11039	Western equine encephalitis virus	11039, 10002890	virus	UP000096692	11039	Other	Western equine encephalitis virus	Western equine encephalitis virus	2024-07-15
11041-Rubella-virus	11041	Rubella virus	11041, 11043, 11044, 11045	virus	UP000000571	11045	Representative	Rubella virus	Rubella virus (strain Therien)	2024-07-15
11072-Japanese-encephalitis-virus-Japanese-encephalitis-JE-virus	11072	Japanese encephalitis virus (Japanese encephalitis (JE) virus)	11072, 11073, 11075, 11076, 10000444, 10000445, 10001335, 10001648, 10002888	virus	UP000160671	11072	Other	Japanese encephalitis virus (Japanese encephalitis (JE) virus)	Japanese encephalitis virus	2024-07-15
11082-West-Nile-virus	11082	West Nile virus	11077, 11078, 11082, 307044, 406269, 449278, 10000447, 10000971, 10001047, 10001649, 10001879, 10002308	virus	UP000096925	1968826	Other	West Nile virus	West Nile virus (strain NY-99)	2024-07-15
11083-Powassan-virus-Flavivirus-powassan	11083	Powassan virus (Flavivirus powassan)	11083	virus	UP000096423	11083	Other	Powassan virus (Flavivirus powassan)	Powassan virus	2024-07-15
11084-Tick-borne-encephalitis-virus-FSME-virus	11084	Tick-borne encephalitis virus (FSME virus)	11084, 11087, 11092, 70733, 10000449, 10003045	virus	UP000007402	11088	Other	Tick-borne encephalitis virus (FSME virus)	Tick-borne encephalitis virus European subtype (strain Neudoerfl)	2024-07-15
11089-Yellow-fever-virus-Flavivirus-febricis	11089	Yellow fever virus (Flavivirus febricis)	11089, 11090, 31641, 407134, 407141, 617102, 10002285	virus	UP000000360	11090	Representative	Yellow fever virus (Flavivirus febricis)	Yellow fever virus (strain 17D vaccine)	2024-07-15
11137-Human-coronavirus-229E-Coronavirus-229E	11137	Human coronavirus 229E (Coronavirus 229E)	11137, 1739614, 10002665	virus	UP000006716	11137	Representative	Human coronavirus 229E (Coronavirus 229E)	Human coronavirus 229E	2024-07-15
11216-Human-respirovirus-3-Human-parainfluenza-3-virus	11216	Human respirovirus 3 (Human parainfluenza 3 virus)	11216, 11217	virus	UP000172444	11216	Representative	Human respirovirus 3 (Human parainfluenza 3 virus)	Human respirovirus 3	2024-07-15
11234-Measles-morbillivirus-Measles-virus	11234	Measles morbillivirus (Measles virus)	11234, 11235, 11236, 70146, 70149, 132487, 170525, 170529, 171264, 262307, 10000462	virus	UP000008699	645098	Representative	Measles morbillivirus (Measles virus)	Measles virus (strain Ichinose-B95a)	2024-07-15
11240-Phocine-morbillivirus-Phocine-distemper-virus	11240	Phocine morbillivirus (Phocine distemper virus)	10000463	virus	UP000159978	11240	Other	Phocine morbillivirus (Phocine distemper virus)	Phocine distemper virus	2024-07-15
11241-Rinderpest-morbillivirus-Rinderpest-virus	11241	Rinderpest morbillivirus (Rinderpest virus)	11241, 11243, 36409, 10000465	virus	UP000008654	36409	Representative	Rinderpest morbillivirus (Rinderpest virus)	Rinderpest virus (strain RBOK)	2024-07-15
11250-Human-respiratory-syncytial-virus	11250	Human respiratory syncytial virus	11250, 11251, 11252, 11253, 11255, 11256, 11259, 11260, 79692, 208893, 208895, 253182, 410078, 10000960, 10001456	virus	UP000113393	410078	Representative	Human respiratory syncytial virus	Human respiratory syncytial virus A (strain S-2)	2024-07-15
11276-Vesicular-stomatitis-virus-vesicular-stomatitis-virus-VSV	11276	Vesicular stomatitis virus (vesicular stomatitis virus VSV)	11276	virus	UP000147073	11276	Other	Vesicular stomatitis virus (vesicular stomatitis virus VSV)	Vesicular stomatitis virus	2024-07-15
11292-Lyssavirus-rabies-Rabies-lyssavirus	11292	Lyssavirus rabies (Rabies lyssavirus)	11292, 11293, 11294, 11295, 11296, 11298, 37132, 103929, 10000467, 10000470, 10000471	virus	UP000008649	103929	Representative	Lyssavirus rabies (Rabies lyssavirus)	Rabies virus (strain Pasteur vaccins / PV)	2024-07-15
11318-Thogotovirus-dhoriense-Dhori-thogotovirus	11318	Thogotovirus dhoriense (Dhori thogotovirus)	11318	virus	UP000181622	11318	Other	Thogotovirus dhoriense (Dhori thogotovirus)	Thogotovirus dhoriense	2024-07-15
11320-Influenza-A-virus	11320	Influenza A virus	11320, 11384, 11408, 11448, 11484, 36418, 36420, 38973, 41857, 55532, 59375, 62446, 62478, 62488, 62496, 62503, 62512, 62541, 62549, 62559, 62564, 62575, 62596, 63106, 79695, 82372, 83206, 88103, 88104, 88776, 89169, 89172, 93838, 95234, 95888, 97348, 97353, 100835, 102793, 102796, 107493, 107558, 114727, 114729, 119210, 119211, 119215, 119218, 119220, 128982, 130760, 130763, 132504, 132734, 132783, 132841, 132884, 135658, 135661, 136474, 137578, 137885, 137886, 142948, 145306, 145307, 147095, 153969, 154540, 155218, 155220, 155222, 155225, 155226, 155227, 155917, 158306, 159471, 161502, 162326, 164326, 165420, 165512, 168278, 169166, 169169, 170342, 170500, 172149, 173473, 173477, 176672, 177117, 177128, 177131, 177188, 182781, 183741, 183764, 183778, 183783, 185794, 186460, 187164, 187166, 191090, 192535, 192549, 192720, 196462, 197579, 197585, 197589, 198059, 203126, 203129, 205946, 205954, 207401, 210655, 210656, 210659, 210663, 211044, 214826, 215862, 215864, 216877, 220977, 221012, 223931, 223932, 223935, 223947, 224819, 225071, 225085, 225088, 225089, 228928, 229051, 231851, 236235, 243678, 249372, 251297, 253682, 253686, 255681, 255682, 256045, 260806, 264510, 264513, 266093, 266827, 270484, 270490, 270510, 270945, 273361, 274828, 274829, 279797, 279798, 282124, 284168, 284190, 284195, 284202, 284218, 286239, 291592, 292039, 292045, 292590, 293054, 293055, 293090, 298713, 298716, 299390, 299730, 299733, 300748, 300749, 300750, 303316, 304883, 306061, 307819, 311169, 311596, 311695, 311710, 311775, 317652, 320306, 322564, 322566, 327205, 327310, 327311, 329593, 329606, 332733, 332747, 333278, 334589, 334590, 335333, 335337, 335358, 336092, 336205, 336207, 336238, 336794, 336800, 342137, 342145, 342207, 342210, 342221, 342396, 342508, 344598, 351253, 351277, 352034, 352348, 352520, 352561, 352564, 352764, 352963, 353253, 353466, 354228, 354235, 355624, 357205, 357208, 357210, 359921, 364132, 365074, 365078, 365080, 365129, 365417, 366524, 367120, 370127, 370128, 370810, 370811, 370813, 371082, 371214, 373145, 376721, 378131, 378139, 380210, 380213, 380217, 380282, 380284, 380285, 380299, 380301, 380330, 380332, 380337, 380339, 380340, 380342, 380343, 380346, 380833, 380836, 380842, 380905, 380950, 380951, 380960, 380964, 380978, 380979, 380982, 380984, 380985, 381512, 381513, 381516, 381517, 381518, 382781, 382813, 382825, 382828, 382832, 382835, 382842, 382848, 383028, 383121, 383152, 383231, 383281, 383531, 383537, 383550, 383558, 383561, 383566, 383568, 383570, 383571, 383574, 383577, 383578, 383586, 383602, 383603, 383604, 384483, 384484, 384487, 384493, 384495, 384498, 384499, 384500, 384502, 384505, 384509, 384510, 384527, 384946, 385576, 385580, 385583, 385585, 385586, 385587, 385599, 385600, 385605, 385616, 385617, 385624, 385630, 385640, 385644, 387139, 387147, 387156, 387161, 387165, 387191, 387203, 387207, 387208, 387213, 387223, 387239, 387243, 388041, 389259, 392809, 392810, 392811, 393486, 393548, 393557, 393697, 393902, 395841, 395842, 400331, 400788, 400810, 400828, 400830, 401372, 402194, 402464, 402489, 402518, 402527, 402938, 404137, 404138, 404150, 404152, 404155, 404163, 404408, 404573, 405050, 407418, 411157, 411167, 411662, 414044, 415166, 415167, 415169, 415172, 415176, 415177, 416730, 417758, 418868, 421472, 421901, 425551, 425557, 426738, 427773, 427890, 430417, 432070, 432094, 435359, 436004, 441962, 444318, 444793, 445027, 446023, 447133, 447188, 448058, 449656, 453057, 461772, 462695, 464314, 464622, 464623, 468968, 472511, 475478, 475493, 476294, 476303, 479022, 480019, 480024, 488233, 488241, 496036, 499286, 504697, 504904, 504910, 506282, 506350, 510222, 511839, 514118, 514193, 515581, 518922, 518968, 522740, 529058, 533026, 535852, 538555, 553345, 556277, 558177, 560463, 562988, 562992, 566260, 568833, 573797, 576142, 577543, 578079, 587884, 614035, 616922, 632134, 641501, 641809, 641812, 642261, 642794, 643212, 644289, 644788, 645724, 645771, 647096, 647923, 648856, 654811, 655288, 657165, 658578, 673446, 680689, 680690, 680692, 680693, 680729, 680739, 680767, 680785, 680789, 680799, 680803, 682728, 683780, 690988, 697610, 715091, 715494, 742305, 754366, 760063, 760591, 761251, 762377, 762378, 762400, 768646, 768647, 887118, 908203, 915014, 932622, 936115, 947939, 986174, 991335, 996581, 1041990, 1068705, 1081253, 1082519, 1086859, 1093545, 1111139, 1122279, 1129345, 1129347, 1144025, 1163697, 1171336, 1176042, 1184593, 1184594, 1268360, 1285028, 1287827, 1289562, 1310532, 1314758, 1318439, 1321009, 1330339, 1331831, 1332244, 1342397, 1342434, 1346336, 1391655, 1395524, 1395982, 1403514, 1406946, 1413188, 1420840, 1447813, 1451093, 1458555, 1470614, 1481964, 1481966, 1481987, 1507381, 1507390, 1654135, 1663864, 1663934, 1663996, 1727172, 1777792, 1933916, 1968303, 1968304, 2019571, 2026007, 2026033, 2070132, 10000474, 10000477, 10000550, 10000865, 10001157, 10001225, 10001315, 10001316, 10001317, 10001318, 10001680, 10002065, 10002090, 10002238, 10002244, 10002273, 10002359, 10002360, 10002384, 10002561, 10002580, 10002657, 10002805, 10002878, 10002938, 10003029, 10003044, 10003076, 10003137	virus	UP000009255	211044	Representative	Influenza A virus	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	2024-07-15
11520-Influenza-B-virus-Influenza-virus-type-B	11520	Influenza B virus (Influenza virus type B)	11520, 11521, 11541, 11550, 107404, 107406, 150127, 171425, 184816, 206203, 224964, 256080, 279329, 289338, 335812, 416674, 427826, 461739, 464417, 503386, 504660, 504662, 504664, 504666, 518987, 604436, 1077587, 10002345	virus	UP000008158	518987	Representative	Influenza B virus (Influenza virus type B)	Influenza B virus (strain B/Lee/1940)	2024-07-15
11552-Influenza-C-virus-Influenza-C-viruses	11552	Influenza C virus (Influenza C viruses)	11552, 11553, 224197, 374405	virus	UP000008286	11553	Representative	Influenza C virus (Influenza C viruses)	Influenza C virus (strain C/Ann Arbor/1/1950)	2024-07-15
11577-La-Crosse-virus-Bunyavirus-la-crosse	11577	La Crosse virus (Bunyavirus la crosse)	11577, 11578	virus	UP000008768	796210	Representative	La Crosse virus (Bunyavirus la crosse)	Bunyavirus La Crosse (isolate Human/United States/L78/1978)	2024-07-15
11583-HoJo-virus	11583	HoJo virus	11583	virus		11583	Orphans	HoJo virus	Hantaan virus (strain Hojo)	2024-07-15
11588-Rift-Valley-fever-virus	11588	Rift Valley fever virus	11588, 10000482	virus	UP000150713	11588	Other	Rift Valley fever virus	Rift valley fever virus	2024-07-15
11636-Reticuloendotheliosis-virus-Avian-reticuloendotheliosis-virus	11636	Reticuloendotheliosis virus (Avian reticuloendotheliosis virus)	11636, 10001999	virus	UP000098146	11636	Other	Reticuloendotheliosis virus (Avian reticuloendotheliosis virus)	Avian reticuloendotheliosis virus	2024-07-15
11642-Simian-foamy-virus	11642	Simian foamy virus	11642, 11963, 41858, 288118, 298339, 10002863, 10002864	virus	UP000138352	11963	Representative	Simian foamy virus	Human spumaretrovirus	2024-07-15
11660-Caprine-arthritis-encephalitis-virus-Caprine-arthritis-encephalitis-virus	11660	Caprine arthritis encephalitis virus (Caprine arthritis-encephalitis virus)	11660, 11661, 11662, 254355, 10001307, 10001308	virus	UP000203242	11661	Representative	Caprine arthritis encephalitis virus (Caprine arthritis-encephalitis virus)	Caprine arthritis encephalitis virus (strain Cork)	2024-07-15
11665-Equine-infectious-anemia-virus-equine-infectious-anemia-virus-EIAV	11665	Equine infectious anemia virus (equine infectious anemia virus EIAV)	11665, 11670, 11671, 10000499	virus		11665	Orphans	Equine infectious anemia virus (equine infectious anemia virus EIAV)	Equine infectious anemia virus (strain Wyoming)	2024-07-15
11673-Feline-immunodeficiency-virus-feline-immunodeficiency-virus-FIV	11673	Feline immunodeficiency virus (feline immunodeficiency virus FIV)	11673, 11674, 11675, 36372, 45409	virus	UP000242267	11674	Representative	Feline immunodeficiency virus (feline immunodeficiency virus FIV)	Feline immunodeficiency virus (isolate Petaluma)	2024-07-15
11676-Human-immunodeficiency-virus-1-human-immunodeficiency-virus-1-HIV-1	11676	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	11676, 11678, 11679, 11681, 11682, 11683, 11684, 11685, 11686, 11687, 11688, 11689, 11690, 11691, 11694, 11695, 11696, 11697, 11698, 11699, 11701, 11703, 11704, 11705, 11706, 11708, 31678, 36375, 327105, 362651, 388799, 401671, 471721, 505184, 505185, 505186, 505228, 1345266, 10000500	virus	UP000002241	11706	Representative	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)	2024-07-15
11709-Human-immunodeficiency-virus-2-HIV-type-2	11709	Human immunodeficiency virus 2 (HIV type 2)	11709, 11713, 11714, 11715, 11716, 11717, 11718, 11720, 31681, 73484	virus	UP000002242	11714	Representative	Human immunodeficiency virus 2 (HIV type 2)	Human immunodeficiency virus type 2 subtype A (isolate BEN)	2024-07-15
11723-Simian-immunodeficiency-virus-Chimpanzee-immunodeficiency-virus	11723	Simian immunodeficiency virus (Chimpanzee immunodeficiency virus)	11711, 11723, 11730, 11731, 11732, 11733, 11734, 11735, 11736, 11737, 11738, 31682, 31683, 31684, 160753, 224206, 10000501, 10000502, 10000503, 10000504, 10000505, 10000506	virus	UP000007221	11738	Representative	Simian immunodeficiency virus (Chimpanzee immunodeficiency virus)	Simian immunodeficiency virus (isolate PBj14/BCL-3)	2024-07-15
11746-Jaagsiekte-sheep-retrovirus-Endogenous-Jaagziekte-retrovirus	11746	Jaagsiekte sheep retrovirus (Endogenous Jaagziekte retrovirus)	11746	virus	UP000118907	11746	Other	Jaagsiekte sheep retrovirus (Endogenous Jaagziekte retrovirus)	Sheep pulmonary adenomatosis virus	2024-07-15
11757-Mouse-mammary-tumor-virus-mouse-mammary-tumor-virus-MMT	11757	Mouse mammary tumor virus (mouse mammary tumor virus MMT)	11757	virus	UP000228400	11758	Representative	Mouse mammary tumor virus (mouse mammary tumor virus MMT)	Mouse mammary tumor virus (strain BR6)	2024-07-15
11768-Feline-leukemia-virus-Feline-leukemia-provirus	11768	Feline leukemia virus (Feline leukemia provirus)	11769, 11824, 10001130	virus	UP000120560	11768	Other	Feline leukemia virus (Feline leukemia provirus)	Feline leukemia virus	2024-07-15
11780-Snyder-Theilen-feline-sarcoma-virus-Feline-sarcoma-virus-STRAIN-SNYDER-THEILEN	11780	Snyder-Theilen feline sarcoma virus (Feline sarcoma virus (STRAIN SNYDER-THEILEN))	11780	virus		11780	Orphans	Snyder-Theilen feline sarcoma virus (Feline sarcoma virus (STRAIN SNYDER-THEILEN))	Feline sarcoma virus (strain Snyder-Theilen)	2024-07-15
11786-Murine-leukemia-virus-murine-leukemia-virus-MLV	11786	Murine leukemia virus (murine leukemia virus MLV)	11786, 11790, 11791, 11795, 11801, 31687, 44561, 65690, 10001207	virus	UP000006625	928306	Representative	Murine leukemia virus (murine leukemia virus MLV)	Moloney murine leukemia virus (isolate Shinnick)	2024-07-15
11809-Moloney-murine-sarcoma-virus-Moloney-murine-sarcoma-virus-MuSV	11809	Moloney murine sarcoma virus (Moloney murine sarcoma virus MuSV)	11812	virus	UP000108184	11809	Other	Moloney murine sarcoma virus (Moloney murine sarcoma virus MuSV)	Moloney murine sarcoma virus	2024-07-15
11827-Human-endogenous-retrovirus	11827	Human endogenous retrovirus	11827	virus	UP000147721	228277	Representative	Human endogenous retrovirus	Human endogenous retrovirus HCML-ARV	2024-07-15
11855-Mason-Pfizer-monkey-virus-Simian-Mason-Pfizer-type-D-retrovirus	11855	Mason-Pfizer monkey virus (Simian Mason-Pfizer type D retrovirus)	11942	virus	UP000007228	11942	Other	Mason-Pfizer monkey virus (Simian Mason-Pfizer type D retrovirus)	Simian retrovirus SRV-1	2024-07-15
11864-Avian-leukosis-virus-Avian-leukosis-viruses	11864	Avian leukosis virus (Avian leukosis viruses)	11861, 11864, 363020, 1401444, 10001965, 10001967, 10002414	virus	UP000002238	363745	Representative	Avian leukosis virus (Avian leukosis viruses)	Avian leukosis virus subgroup A (isolate RSA)	2024-07-15
11886-Rous-sarcoma-virus-Rous-sarcoma-virus-RSV	11886	Rous sarcoma virus (Rous sarcoma virus RSV)	11886	virus	UP000007183	11888	Other	Rous sarcoma virus (Rous sarcoma virus RSV)	Rous sarcoma virus subgroup C (strain Prague)	2024-07-15
11901-Bovine-leukemia-virus-bovine-leukemia-virus-BLV	11901	Bovine leukemia virus (bovine leukemia virus BLV)	11901	virus	UP000202838	11901	Representative	Bovine leukemia virus (bovine leukemia virus BLV)	Bovine leukemia virus	2024-07-15
11966-Aids-associated-retrovirus	11966	Aids-associated retrovirus	11966	virus		11966	Orphans	Aids-associated retrovirus	Aids-associated retrovirus	2024-07-15
11976-Rabbit-hemorrhagic-disease-virus-Rabbit-haemorrhagic-disease-virus	11976	Rabbit hemorrhagic disease virus (Rabbit haemorrhagic disease virus)	11976, 10000507, 10002785	virus	UP000000413	314536	Representative	Rabbit hemorrhagic disease virus (Rabbit haemorrhagic disease virus)	Rabbit hemorrhagic disease virus (strain Rabbit/Germany/FRG/1989)	2024-07-15
11978-Feline-calicivirus-Feline-vesivirus	11978	Feline calicivirus (Feline vesivirus)	11978, 11980, 11981, 292349	virus	UP000001098	292349	Representative	Feline calicivirus (Feline vesivirus)	Feline calicivirus (strain Cat/United States/Urbana/1960)	2024-07-15
11983-Norwalk-virus-Norwalk-calicivirus	11983	Norwalk virus (Norwalk calicivirus)	11983, 11984, 82658, 99565, 122928, 122929, 150080, 158465, 173929, 178773, 223997, 332884, 392172, 416035, 416039, 463722, 479063, 489821, 489822, 490039, 490041, 499191, 499193, 508775, 520963, 520964, 524364, 546980, 552592, 588533, 647343, 647514, 647515, 647516, 647519, 647521, 660658, 660659, 707424, 707477, 707488, 747305, 1046049, 1070539, 1156983, 1182143, 1182144, 1184498, 1241973, 1254407, 1260941, 1286616, 1291821, 1291870, 1320096, 1321999, 1350216, 1406148, 1472713, 1498657, 1577715, 1634342, 1665645, 1792260, 1972699, 10000560, 10000829, 10000832, 10001116, 10001606, 10002026, 10002598, 10002600, 10002603	virus	UP000000826	524364	Representative	Norwalk virus (Norwalk calicivirus)	Norovirus (strain Human/NoV/United States/Norwalk/1968/GI)	2024-07-15
12064-Enterovirus-E-Bovine-enterovirus	12064	Enterovirus E (Bovine enterovirus)	12064, 12065	virus	UP000006566	12065	Other	Enterovirus E (Bovine enterovirus)	Bovine enterovirus (strain VG-5-27)	2024-07-15
12092-Hepatovirus-A-Hepatitis-A-virus	12092	Hepatovirus A (Hepatitis A virus)	12092, 12098, 208726	virus	UP000006724	12098	Representative	Hepatovirus A (Hepatitis A virus)	Human hepatitis A virus genotype IB (isolate HM175)	2024-07-15
12110-Foot-and-mouth-disease-virus	12110	Foot-and-mouth disease virus	12110, 12111, 12112, 12113, 12114, 12115, 12116, 12117, 12118, 12120, 12121, 12123, 35292, 46290, 73482, 110195, 161727, 244367, 10000513, 10000514, 10000515, 10000516, 10000556, 10000801, 10000806, 10000820, 10000836, 10000840, 10000856, 10000964, 10000986, 10000989, 10000991, 10000992, 10000993, 10000994, 10000995, 10001000, 10001039, 10001102, 10001118, 10001642, 10001946, 10002020, 10002131, 10002270, 10002407, 10002408, 10002508	virus	UP000000682	649897	Representative	Foot-and-mouth disease virus	Foot-and-mouth disease virus (isolate Swine/Taiwan/OTai/1997 serotype O)	2024-07-15
