Species Key	Species ID	Species Label	Active Taxa	Group	Proteome Type	Proteome ID	Proteome Organism ID	Proteome Label	Proteome Link	Updated
7386-Sarcophaga-peregrina	7386	Sarcophaga peregrina	7386	other-eukaryote	Orphans		7386	Sarcophaga peregrina	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7386	2023-09-01
7394-Glossina-morsitans-tsetse-fly	7394	Glossina morsitans (tsetse fly)	7394, 37546	other-eukaryote	Non-Redundant	UP000092444		Glossina morsitans morsitans (Savannah tsetse fly) (Strain: Yale)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000092444	2023-07-14
7397-Glossina-palpalis-tsetse-fly	7397	Glossina palpalis (tsetse fly)	67801	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7397	2023-09-01
7441-Dolichovespula-maculata-white-face-hornet	7441	Dolichovespula maculata (white-face hornet)	7441	other-eukaryote	Allergen	Allergen_7441	7441	Dolichovespula maculata (bald-faced hornet)	https://rest.uniprot.org/uniprotkb/search?query=P49371+OR+P10737+OR+P53357+OR+Q06478+OR+P10736	2023-07-14
7444-Vespa-basalis	7444	Vespa basalis	7444	other-eukaryote	Orphans		7444	Vespa basalis	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7444	2023-09-01
7452-Vespula-lewisii	7452	Vespula lewisii	7452	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7452	2023-09-01
7453-Vespula-maculifrons-eastern-yellowjacket	7453	Vespula maculifrons (eastern yellowjacket)	7453	other-eukaryote	Allergen	Allergen_7453	7453	Vespula maculifrons (eastern yellowjacket)	https://rest.uniprot.org/uniprotkb/search?query=P35760+OR+P0CH89+OR+P51528	2023-07-14
7454-Vespula-vulgaris	7454	Vespula vulgaris	7454	other-eukaryote	Non-Redundant	UP000614350	7454	Vespula vulgaris (Yellow jacket) (Wasp)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000614350	2023-07-14
7460-Apis-mellifera-European-honey-bee	7460	Apis mellifera (European honey bee)	7460, 7469	other-eukaryote	Reference	UP000005203	7460	Apis mellifera (Honeybee) (Strain: DH4)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000005203	2023-07-14
7515-Ctenocephalides-felis-cat-flea	7515	Ctenocephalides felis (cat flea)	7515	other-eukaryote	Allergen	Allergen_7515	7515	Ctenocephalides felis (cat flea)	https://rest.uniprot.org/uniprotkb/search?query=Q94424+OR+Q9NH66	2023-07-14
7668-Strongylocentrotus-purpuratus-purple-urchin	7668	Strongylocentrotus purpuratus (purple urchin)	7668	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7668	2023-09-01
7719-Ciona-intestinalis-sea-vase	7719	Ciona intestinalis (sea vase)	7719	other-eukaryote	Reference	UP000008144		Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008144	2023-07-14
7726-Styela-plicata	7726	Styela plicata	7726	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7726	2023-09-01
7740-Branchiostoma-lanceolatum-common-lancelet	7740	Branchiostoma lanceolatum (common lancelet)	7740	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7740	2023-09-01
7741-Branchiostoma-belcheri-Belchers-lancelet	7741	Branchiostoma belcheri (Belcher's lancelet)	7741	other-eukaryote	Representative	UP000515135	7741	Branchiostoma belcheri	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000515135	2023-09-01
7757-Petromyzon-marinus-marine-lamprey	7757	Petromyzon marinus (marine lamprey)	7757	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7757	2023-09-01
7787-Tetronarce-californica-Pacific-electric-ray	7787	Tetronarce californica (Pacific electric ray)	7787	vertebrate	Orphans		7787	Tetronarce californica	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7787	2023-09-01
7788-Torpedo-marmorata-spotted-torpedo	7788	Torpedo marmorata (spotted torpedo)	7788	vertebrate	Orphans		7788	Torpedo marmorata	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7788	2023-09-01
7792-Heterodontus-francisci-horn-shark	7792	Heterodontus francisci (horn shark)	7792	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7792	2023-09-01
7797-Squalus-acanthias-spiny-dogfish	7797	Squalus acanthias (spiny dogfish)	7797	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7797	2023-09-01
7801-Ginglymostoma-cirratum-nurse-shark	7801	Ginglymostoma cirratum (nurse shark)	7801	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7801	2023-09-01
7950-Clupea-harengus-Atlantic-herring	7950	Clupea harengus (Atlantic herring)	7950	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7950	2023-09-01
7955-Danio-rerio-leopard-danio	7955	Danio rerio (leopard danio)	7955	vertebrate	Reference	UP000000437		Danio rerio (Zebrafish) (Brachydanio rerio) (Strain: Tuebingen)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000437	2023-07-14
7957-Carassius-auratus-goldfish	7957	Carassius auratus (goldfish)	7957	vertebrate	Representative	UP000515129	7957	Carassius auratus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000515129	2023-09-01
7959-Ctenopharyngodon-idella-grass-carp	7959	Ctenopharyngodon idella (grass carp)	7959	vertebrate	Orphans		7959	Ctenopharyngodon idella	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:7959	2023-09-01
7962-Cyprinus-carpio-carp	7962	Cyprinus carpio (carp)	7962	vertebrate	Non-Redundant	UP000694427	7962	Cyprinus carpio (Common carp) (Strain: GM00)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000694427	2023-07-14
8005-Electrophorus-electricus-electric-knifefish	8005	Electrophorus electricus (electric knifefish)	8005	vertebrate	Reference	UP000314983	8005	Electrophorus electricus (Electric eel) (Gymnotus electricus)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000314983	2023-07-14
8010-Esox-lucius-northern-pike	8010	Esox lucius (northern pike)	8010	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8010	2023-09-01
8018-Oncorhynchus-keta-chum-salmon	8018	Oncorhynchus keta (chum salmon)	8018	vertebrate	Allergen	Allergen_8018		Oncorhynchus keta (chum salmon)	https://rest.uniprot.org/uniprotkb/search?query=D5MU14	2023-07-14
8022-Oncorhynchus-mykiss-rainbow-trout	8022	Oncorhynchus mykiss (rainbow trout)	8022	vertebrate	Reference	UP000193380		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000193380	2023-07-14
8030-Salmo-salar-Atlantic-salmon	8030	Salmo salar (Atlantic salmon)	8030	vertebrate	Reference	UP000087266		Salmo salar (Atlantic salmon) (Strain: ouble haploid)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000087266	2023-07-14
8049-Gadus-morhua-Atlantic-cod	8049	Gadus morhua (Atlantic cod)	8049, 8053	vertebrate	Non-Redundant	UP000305217		Gadus morhua (Atlantic cod)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000305217	2023-07-14
8060-Pollachius-virens-pollock	8060	Pollachius virens (pollock)	8060	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8060	2023-09-01
8090-Oryzias-latipes-Japanese-rice-fish	8090	Oryzias latipes (Japanese rice fish)	8090	vertebrate	Reference	UP000001038	8090	Oryzias latipes (Japanese rice fish) (Japanese killifish) (Strain: Hd-rR)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001038	2023-07-14
8128-Oreochromis-niloticus-Nile-tilapia	8128	Oreochromis niloticus (Nile tilapia)	8128	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8128	2023-09-01
8168-Perca-fluviatilis-perch	8168	Perca fluviatilis (perch)	8168	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8168	2023-09-01
8187-Lates-calcarifer-Asian-seabass	8187	Lates calcarifer (Asian seabass)	8187	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8187	2023-09-01
8236-Thunnus-albacares-yellowfin-tuna	8236	Thunnus albacares (yellowfin tuna)	8236	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8236	2023-09-01
8255-Paralichthys-olivaceus-bastard-halibut	8255	Paralichthys olivaceus (bastard halibut)	8255	vertebrate	Orphans		8255	Paralichthys olivaceus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8255	2023-09-01
8355-Xenopus-laevis-clawed-frog	8355	Xenopus laevis (clawed frog)	8355	vertebrate	Reference	UP000186698	8355	Xenopus laevis (African clawed frog) (Strain: J)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000186698	2023-07-14
8364-Xenopus-tropicalis-western-clawed-frog	8364	Xenopus tropicalis (western clawed frog)	8364	vertebrate	Reference	UP000008143	8364	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis) (Strain: Nigerian)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008143	2023-07-14
8400-Aquarana-catesbeiana-bullfrog	8400	Aquarana catesbeiana (bullfrog)	8400	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8400	2023-09-01
8554-Heloderma-suspectum-Gila-monster	8554	Heloderma suspectum (Gila monster)	8554	vertebrate	Orphans		8554	Heloderma suspectum cinctum	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8554	2023-09-01
8587-Ptyas-dhumnades	8587	Ptyas dhumnades	8587	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8587	2023-09-01
8605-Acanthophis-antarcticus-common-death-adder	8605	Acanthophis antarcticus (common death adder)	8605	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8605	2023-09-01
8613-Bungarus-fasciatus-banded-krait	8613	Bungarus fasciatus (banded krait)	8613	vertebrate	Orphans		8613	Bungarus fasciatus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8613	2023-09-01
8616-Bungarus-multicinctus-many-banded-krait	8616	Bungarus multicinctus (many-banded krait)	8616	vertebrate	Orphans		8616	Bungarus multicinctus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8616	2023-09-01
8623-Dendroaspis-jamesoni-Jamesons-mamba	8623	Dendroaspis jamesoni (Jameson's mamba)	8623	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8623	2023-09-01
8624-Dendroaspis-polylepis	8624	Dendroaspis polylepis	8620, 8624	vertebrate	Orphans		8624	Dendroaspis polylepis polylepis	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8624	2023-09-01
8628-Laticauda-colubrina-yellow-lipped-sea-krait	8628	Laticauda colubrina (yellow-lipped sea krait)	8628	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8628	2023-09-01
8631-Laticauda-semifasciata-Erabu-sea-snake	8631	Laticauda semifasciata (Erabu sea snake)	8631	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8631	2023-09-01
8644-Naja-mossambica-Mozambique-cobra	8644	Naja mossambica (Mozambique cobra)	8644	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8644	2023-09-01
8649-Naja-kaouthia-monocled-cobra	8649	Naja kaouthia (monocled cobra)	8649	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8649	2023-09-01
8654-Naja-nigricollis-black-necked-spitting-cobra	8654	Naja nigricollis (black-necked spitting cobra)	8654	vertebrate	Orphans		8654	Naja nigricollis	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8654	2023-09-01
8655-Naja-nivea-cape-cobra	8655	Naja nivea (cape cobra)	8655	vertebrate	Orphans		8655	Naja nivea	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8655	2023-09-01
8656-Naja-atra-Taiwan-cobra	8656	Naja atra (Taiwan cobra)	8656	vertebrate	Orphans		8656	Naja atra	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8656	2023-09-01
8657-Naja-oxiana-Oxus-cobra	8657	Naja oxiana (Oxus cobra)	8657	vertebrate	Orphans		8657	Naja oxiana	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8657	2023-09-01
8658-Naja-pallida-red-spitting-cobra	8658	Naja pallida (red spitting cobra)	8658	vertebrate	Orphans		8658	Naja pallida	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8658	2023-09-01
8663-Notechis-scutatus-common-tiger-snake	8663	Notechis scutatus (common tiger snake)	8663, 70142	vertebrate	Representative	UP000504612	8663	Notechis scutatus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000504612	2023-09-01
8665-Ophiophagus-hannah-king-cobra	8665	Ophiophagus hannah (king cobra)	8665	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8665	2023-09-01
8668-Oxyuranus-scutellatus	8668	Oxyuranus scutellatus	8667	vertebrate	Orphans		8668	Oxyuranus scutellatus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8668	2023-09-01
8670-Pseudechis-australis-king-brown-snake	8670	Pseudechis australis (king brown snake)	8670	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8670	2023-09-01
8671-Pseudechis-porphyriacus-red-bellied-black-snake	8671	Pseudechis porphyriacus (red-bellied black snake)	8671	vertebrate	Orphans		8671	Pseudechis porphyriacus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8671	2023-09-01
8678-Aipysurus-laevis-olive-brown-sea-snake	8678	Aipysurus laevis (olive-brown sea snake)	8678	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8678	2023-09-01
8692-Bitis-arietans-African-puff-adder	8692	Bitis arietans (African puff adder)	8692	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8692	2023-09-01
8693-Bitis-caudalis-horned-adder	8693	Bitis caudalis (horned adder)	8693	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8693	2023-09-01
8694-Bitis-gabonica-Gaboon-adder	8694	Bitis gabonica (Gaboon adder)	8694	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8694	2023-09-01
8697-Cerastes-cerastes-horned-desert-viper	8697	Cerastes cerastes (horned desert viper)	8697	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8697	2023-09-01
8704-Vipera-ammodytes-sand-viper	8704	Vipera ammodytes (sand viper)	8704	vertebrate	Orphans		8704	Vipera ammodytes ammodytes	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8704	2023-09-01
8706-Vipera-aspis-aspic-viper	8706	Vipera aspis (aspic viper)	8706, 194601	vertebrate	Orphans		8706	Vipera aspis zinnikeri	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8706	2023-09-01
8722-Bothrops-asper-terciopelo	8722	Bothrops asper (terciopelo)	8722	vertebrate	Orphans		8722	Bothrops asper	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8722	2023-09-01
8724-Bothrops-jararaca-jararaca	8724	Bothrops jararaca (jararaca)	8724	vertebrate	Other	UP000681084	8724	Bothrops jararaca	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000681084	2023-09-01
8725-Bothrops-atrox-common-lancehead	8725	Bothrops atrox (common lancehead)	8725	vertebrate	Orphans		8725	Bothrops atrox	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8725	2023-09-01
8726-Bothrops-jararacussu-jararacussu	8726	Bothrops jararacussu (jararacussu)	8726	vertebrate	Orphans		8726	Bothrops jararacussu	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8726	2023-09-01
8731-Crotalus-durissus-cascabel	8731	Crotalus durissus (cascabel)	8732	vertebrate	Orphans		8731	Crotalus durissus terrificus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8731	2023-09-01
8752-Lachesis-muta-bushmaster	8752	Lachesis muta (bushmaster)	8753, 60219	vertebrate	Orphans		8752	Lachesis muta muta	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8752	2023-09-01
8801-Struthio-camelus-ostrich	8801	Struthio camelus (ostrich)	8801	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8801	2023-09-01
8839-Anas-platyrhynchos-duck	8839	Anas platyrhynchos (duck)	8839	vertebrate	Reference	UP000016666		Anas platyrhynchos platyrhynchos (Northern mallard)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000016666	2023-07-14
8845-Anser-cygnoides-Chinese-goose	8845	Anser cygnoides (Chinese goose)	8845, 381198	vertebrate	Representative	UP000694521	8845	Anser cygnoides	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000694521	2023-09-01
8847-Anser-sp-goose	8847	Anser sp. (goose)	8847	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:8847	2023-09-01
8855-Cairina-moschata-muscovy	8855	Cairina moschata (muscovy)	8855, 1240228	vertebrate	Non-Redundant	UP000694556	1240228	Cairina moschata domestica (Muscovy Duck (domestic type))	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000694556	2023-07-14
8932-Columba-livia-carrier-pigeon	8932	Columba livia (carrier pigeon)	8932	vertebrate	Reference	UP000053872	8932	Columba livia (Rock dove)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000053872	2023-07-14
8996-Numida-meleagris-helmeted-guineafowl	8996	Numida meleagris (helmeted guineafowl)	8996	vertebrate	Non-Redundant	UP000243875		Numida meleagris (Helmeted guineafowl) (Phasianus meleagris)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000243875	2023-07-14
9014-Colinus-virginianus-bobwhite-quail	9014	Colinus virginianus (bobwhite quail)	9014	vertebrate	Reference	UP000198419		Colinus virginianus (Northern bobwhite) (Tetrao virginianus) (Strain: Texas)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000198419	2023-07-14
9031-Gallus-gallus-chicken	9031	Gallus gallus (chicken)	9031	vertebrate	Reference	UP000000539		Gallus gallus (Chicken) (Strain: Red jungle fowl)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000539	2023-07-14
9054-Phasianus-colchicus-common-pheasant	9054	Phasianus colchicus (common pheasant)	9057	vertebrate	Reference	UP000472261	9054	Phasianus colchicus (Common pheasant)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000472261	2023-07-14
9085-Catreus-wallichii-cheer-pheasant	9085	Catreus wallichii (cheer pheasant)	9085	vertebrate	Orphans		9085	Catreus wallichii	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:9085	2023-09-01
9091-Coturnix-coturnix-Common-quail	9091	Coturnix coturnix (Common quail)	9091	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:9091	2023-09-01
9103-Meleagris-gallopavo-common-turkey	9103	Meleagris gallopavo (common turkey)	9103	vertebrate	Reference	UP000001645		Meleagris gallopavo (Wild turkey)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001645	2023-07-14
9135-Serinus-canaria-Atlantic-canary	9135	Serinus canaria (Atlantic canary)	9135	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:9135	2023-09-01
9258-Ornithorhynchus-anatinus-duck-billed-platypus	9258	Ornithorhynchus anatinus (duck-billed platypus)	9258	vertebrate	Reference	UP000002279		Ornithorhynchus anatinus (Duckbill platypus) (Strain: Glennie)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002279	2023-07-14
9305-Sarcophilus-harrisii-Tasmanian-devil	9305	Sarcophilus harrisii (Tasmanian devil)	9305	vertebrate	Representative	UP000007648	9305	Sarcophilus harrisii	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007648	2023-09-01
