Unnamed: 0	Organism ID	Organism Name	Accession	Protein Name	Parent Database	Parent Accession	Parent Name	Unnamed: 7	Unnamed: 8	Unnamed: 9	Accession Gene
863	9606	Homo sapiens (human)	SRC473445	2'-5'-oligoadenylate synthase 2	UniProt	P29728	2'-5'-oligoadenylate synthase 2				OAS2
864	9606	Homo sapiens (human)	SRC473447	butyrophilin subfamily 2 member A2 isoform a	UniProt	Q8WVV5	Butyrophilin subfamily 2 member A2				BTN2A2
865	9606	Homo sapiens (human)	SRC474685	orexin	UniProt	O43612	Orexin				HCRT
866	9606	Homo sapiens (human)	SRC492838	S100 calcium binding protein B	UniProt	O15484	Calpain-5				CAPN5
867	9606	Homo sapiens (human)	SRC493056	Talin 1	UniProt	Q9Y490	Talin-1				TLN1
868	9606	Homo sapiens (human)	SRC493062	Tyrosine-protein kinase ABL2	UniProt	P42684	Tyrosine-protein kinase ABL2				ABL2
869	9606	Homo sapiens (human)	SRC493069	Protein argonaute-2	UniProt	Q9UKV8	Protein argonaute-2				AGO2
870	9606	Homo sapiens (human)	SRC493070	meningioma-expressed antigen 5s	UniProt	O60502	Protein O-GlcNAcase				OGA
871	9606	Homo sapiens (human)	SRC493072	Growth arrest-specific protein 6	UniProt	Q14393	Growth arrest-specific protein 6				GAS6
872	9606	Homo sapiens (human)	SRC522285	collagen alpha-1(IV) chain	UniProt	P02462	Collagen alpha-1(IV) chain				COL4A1
873	9606	Homo sapiens (human)	SRC526348	serine/threonine kinase 35	UniProt	Q8TDR2	Serine/threonine-protein kinase 35				STK35
874	9606	Homo sapiens (human)	SRC526349	tau-tubulin kinase 1	UniProt	Q5TCY1	Tau-tubulin kinase 1				TTBK1
875	9606	Homo sapiens (human)	SRC526350	Septin-1	UniProt	J3KNL2	Septin				SEPTIN1
876	9606	Homo sapiens (human)	SRC526351	mannose-1-phosphate guanyltransferase alpha	UniProt	Q96IJ6	Mannose-1-phosphate guanyltransferase alpha				GMPPA
877	9606	Homo sapiens (human)	SRC526352	basigin (Ok blood group)	UniProt	P35613	Basigin				BSG
878	9606	Homo sapiens (human)	SRC526353	Complement component 4 binding protein, alpha	UniProt	P04003	C4b-binding protein alpha chain				C4BPA
879	9606	Homo sapiens (human)	SRC526355	Neuregulin 3	UniProt	P56975	Pro-neuregulin-3, membrane-bound isoform				NRG3
880	9606	Homo sapiens (human)	SRC526356	TRAF3 interacting protein 3	UniProt	Q9Y228	TRAF3-interacting JNK-activating modulator				TRAF3IP3
881	9606	Homo sapiens (human)	SRC526357	Band 4.1-like protein 2	UniProt	O43491	Band 4.1-like protein 2				EPB41L2
882	9606	Homo sapiens (human)	SRC526358	ATP synthase subunit beta, mitochondrial	UniProt	P06576	ATP synthase subunit beta, mitochondrial				ATP5F1B
883	9606	Homo sapiens (human)	SRC526359	Galectin-1	UniProt	P09382	Galectin-1				LGALS1
884	9606	Homo sapiens (human)	SRC528028	fibronectin type III domain-containing protein 1	UniProt	J3KNQ2	Fibronectin type III domain-containing protein 1				FNDC1
885	9606	Homo sapiens (human)	SRC528029	wingless-type MMTV integration site family, member 11	UniProt	O96014	Protein Wnt-11				WNT11
886	9606	Homo sapiens (human)	SRC529349	apolipoprotein A-I	UniProt	P02647	Apolipoprotein A-I				APOA1
887	9606	Homo sapiens (human)	SRC530329	PDZ domain-containing protein MAGIX	UniProt	Q9H6Y5	PDZ domain-containing protein MAGIX				MAGIX
888	9606	Homo sapiens (human)	SRC536071	Melanocyte Protein Pmel 17	UniProt	P40967	Melanocyte protein PMEL				PMEL
889	9606	Homo sapiens (human)	SRC541699	ATP-dependent RNA helicase DHX33	UniProt	Q9H6R0	ATP-dependent RNA helicase DHX33				DHX33
890	9606	Homo sapiens (human)	SRC541700	protein YIPF1	UniProt	O60542	Persephin				PSPN
891	9606	Homo sapiens (human)	SRC541701	serine/threonine-protein kinase 32C	UniProt	H0Y349	Serine/threonine-protein kinase 32C				STK32C
892	9606	Homo sapiens (human)	SRC542907	Proline and serine-rich protein 1	UniProt	Q86XN7	Proline and serine-rich protein 1				PROSER1
893	9606	Homo sapiens (human)	SRC542908	calcitonin	UniProt	P01258	Calcitonin				CALCA
894	9606	Homo sapiens (human)	SRC543193	usherin	UniProt	O75445	Usherin				USH2A
895	9606	Homo sapiens (human)	SRC543194	Golgin subfamily A member 6-like protein 2	UniProt	Q8N9W4	Golgin subfamily A member 6-like protein 2				GOLGA6L2
896	9606	Homo sapiens (human)	SRC546506	glutamate receptor 3	UniProt	P42263	Glutamate receptor 3				GRIA3
897	9606	Homo sapiens (human)	SRC549076	Zinc finger protein 568	UniProt	C9JZ58	Zinc finger protein 568				ZNF568
898	9606	Homo sapiens (human)	SRC549097	heterogeneous nuclear ribonucleoprotein M4	UniProt	P52272	Heterogeneous nuclear ribonucleoprotein M				HNRNPM
899	9606	Homo sapiens (human)	SRC549098	multidrug resistance-associated protein 9	UniProt	Q96J65	ATP-binding cassette sub-family C member 12				ABCC12
900	9606	Homo sapiens (human)	SRC549099	NACHT, LRR and PYD domains-containing protein	UniProt	Q9NX02	NACHT, LRR and PYD domains-containing protein 2				NLRP2
901	9606	Homo sapiens (human)	SRC549100	hairy-related transcription factor 3	UniProt	Q9NQ87	Hairy/enhancer-of-split related with YRPW motif-like protein				HEYL
902	9606	Homo sapiens (human)	SRC549767	dynactin subunit 3	UniProt	O75935	Dynactin subunit 3				DCTN3
903	9606	Homo sapiens (human)	SRC551377	double homeobox protein 4-like	UniProt	P0CJ85	Double homeobox protein 4-like protein 2				DUX4L2
904	9606	Homo sapiens (human)	SRC551534	ADAMTS-like protein 1	UniProt	A2A343	ADAMTS-like protein 1				ADAMTSL1
905	9606	Homo sapiens (human)	SRC551535	Activin receptor type-2A	UniProt	P27037	Activin receptor type-2A				ACVR2A
906	9606	Homo sapiens (human)	SRC551885	Receptor-type tyrosine-protein phosphatase-like N	UniProt	Q16849	Receptor-type tyrosine-protein phosphatase-like N				PTPRN
907	9606	Homo sapiens (human)	SRC554271	ribosomal protein s6	UniProt	P62753	40S ribosomal protein S6				RPS6
908	9606	Homo sapiens (human)	SRC554272	programmed cell death 6-interacting protein	UniProt	Q8WUM4	Programmed cell death 6-interacting protein				PDCD6IP
909	9606	Homo sapiens (human)	SRC551887	Hepatocyte Nuclear Factor 6	UniProt	U3KQR8	Hepatocyte nuclear factor 6				ONECUT1
910	10515	Human adenovirus 2 (adenovirus-2)	SRC243641	23K endopeptidase	UniProt	P03252	Protease				L3
911	10515	Human adenovirus 2 (adenovirus-2)	SRC265910	Fiber protein	UniProt	P03275	Fiber protein				L5
912	10515	Human adenovirus 2 (adenovirus-2)	SRC265967	Hexon protein	UniProt	P03277	Hexon protein				L3
913	10515	Human adenovirus 2 (adenovirus-2)	SRC280034	Early E1A 32 kDa protein	UniProt	P03254	Early E1A protein				
914	28285	Human adenovirus 5 (Adenovirus 5)	SRC280640	E1A 26 kDa protein	UniProt	P03254	Early E1A protein				
915	32603	Human betaherpesvirus 6A (Human herpesvirus 6A)	SRC300976	DNA polymerase processivity subunit	UniProt	P52439	DNA polymerase processivity factor				U27
916	32604	Human betaherpesvirus 6B (Human herpes virus 6B)	SRC300863	IE1 protein	UniProt	Q9QJ16	Immediate-early protein 2				U90/U86
917	32604	Human betaherpesvirus 6B (Human herpes virus 6B)	SRC549211	envelope glycoprotein Q	UniProt	P0DOE1	Glycoprotein Q2				U100
918	11827	Human endogenous retrovirus	SRC248930	retroviral gag protein	UniProt	Q7ZGS4	Retroviral gag protein				
919	11827	Human endogenous retrovirus	SRC276216	Env protein	UniProt	Q7ZGS2	Env protein				
920	10298	Human herpesvirus 1	SRC279994	Envelope glycoprotein D	UniProt	Q69091	Envelope glycoprotein D				gD
921	10298	Human herpesvirus 1	SRC280015	Envelope glycoprotein B	UniProt	P10211	Envelope glycoprotein B				gB
922	10298	Human herpesvirus 1	SRC326646	single-stranded DNA-binding protein	UniProt	P04296	Major DNA-binding protein				DBP
923	10298	Human herpesvirus 1	SRC326647	DNA packaging tegument protein UL25	UniProt	P04295	Tripartite terminase subunit 3				TRM3
924	10298	Human herpesvirus 1	SRC326648	envelope glycoprotein E	UniProt	P04488	Envelope glycoprotein E				gE
925	10298	Human herpesvirus 1	SRC326649	UL40	UniProt	P10224	Ribonucleoside-diphosphate reductase small subunit				RIR2
926	10298	Human herpesvirus 1	SRC327110	UL39	UniProt	P08543	Ribonucleoside-diphosphate reductase large subunit				RIR1
927	10298	Human herpesvirus 1	SRC395161	envelope glycoprotein G	UniProt	P06484	Envelope glycoprotein G				gG
928	10310	Human herpesvirus 2	SRC279974	Envelope glycoprotein D	UniProt	Q69467	Envelope glycoprotein D				gD
929	10310	Human herpesvirus 2	SRC280043	Envelope glycoprotein H	UniProt	P89445	Envelope glycoprotein H				gH
930	10310	Human herpesvirus 2	SRC326650	DNA packaging tegument protein UL25	UniProt	P89448	Capsid vertex component 2				CVC2
931	10310	Human herpesvirus 2	SRC326651	Major DNA-binding protein	UniProt	P89452	Major DNA-binding protein				DBP
932	10310	Human herpesvirus 2	SRC326652	envelope glycoprotein B	UniProt	P08666	Envelope glycoprotein B				gB
933	10310	Human herpesvirus 2	SRC326653	UL40	UniProt	P69521	Ribonucleoside-diphosphate reductase small subunit				RIR2
934	10310	Human herpesvirus 2	SRC327111	ribonucleotide reductase	UniProt	P89462	Ribonucleoside-diphosphate reductase large subunit				RIR1
935	10310	Human herpesvirus 2	SRC327112	envelope glycoprotein E	UniProt	P89475	Envelope glycoprotein E				gE
936	10310	Human herpesvirus 2	SRC395162	envelope glycoprotein G	UniProt	P13290	Envelope glycoprotein G				gG
937	10310	Human herpesvirus 2	SRC40068	tegument protein	UniProt	P89468	Tegument protein VP22				UL49
938	10335	Human herpesvirus 3 (Varicella-zoster virus)	SRC280128	Major viral transcription factor ICP4 homolog	UniProt	P09310	Major viral transcription factor ICP4 homolog				ORF71
939	10335	Human herpesvirus 3 (Varicella-zoster virus)	SRC326654	DNA packaging tegument protein UL25	UniProt	P09287	Capsid vertex component 2				CVC2
940	10376	Human herpesvirus 4 (Epstein Barr virus)	SRC279660	EBNA-LP	UniProt	Q8AZK7	Epstein-Barr nuclear antigen leader protein				EBNA-LP
941	10376	Human herpesvirus 4 (Epstein Barr virus)	SRC279661	BcRF1	UniProt	P25215	TBP-like protein BcRF1				BcRF1
942	10376	Human herpesvirus 4 (Epstein Barr virus)	SRC282722	LMP2	UniProt	P13285	Latent membrane protein 2				LMP2
943	10376	Human herpesvirus 4 (Epstein Barr virus)	SRC292621	EBNA-1	UniProt	P03211	Epstein-Barr nuclear antigen 1				EBNA1
944	10376	Human herpesvirus 4 (Epstein Barr virus)	SRC292630	BZLF1	UniProt	P03206	Trans-activator protein BZLF1				BZLF1
945	10376	Human herpesvirus 4 (Epstein Barr virus)	SRC335788	Epstein-Barr nuclear antigen 2	UniProt	P12978	Epstein-Barr nuclear antigen 2				EBNA2
946	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC245695	polymerase accessory protein T 6/GS	UniProt	F5HC97	DNA polymerase processivity factor				UL44
947	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC265905	55 kDa immediate-early protein 1	UniProt	F5HCM1	55 kDa immediate-early protein 1				UL123
948	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC265907	Tegument protein UL11 homolog	UniProt	F5HI87	Cytoplasmic envelopment protein 3				UL99
949	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC280039	Viral transcription factor IE2	UniProt	Q6SW29	Viral transcription factor IE2				UL122
950	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC280134	65 kDa phosphoprotein	UniProt	Q6SW59	65 kDa phosphoprotein				UL83
951	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC280291	Glycoprotein UL1	UniProt	Q6SWC8	Glycoprotein UL1				UL1
952	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC370980	regulatory protein IE1	UniProt	F5HCM1	55 kDa immediate-early protein 1				UL123
953	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC40060	phosphorylated matrix protein pp65	UniProt	Q6SW59	65 kDa phosphoprotein				UL83
954	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC432639	membrane glycoprotein UL40	UniProt	Q6SW92	Protein UL40				UL40
955	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC7948	Large structural phosphoprotein 	UniProt	Q6SW99	Tegument protein pp150				UL32
956	11676	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	SRC279958	Gag-Pol polyprotein	UniProt	P03369	Gag-Pol polyprotein				gag-pol
957	11676	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	SRC279964	Gag polyprotein	UniProt	P03349	Gag Polyprotein				gag
958	11676	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	SRC280001	Envelope glycoprotein gp160	UniProt	P03378	Envelope glycoprotein gp160				env
959	11676	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	SRC280033	Protein Nef	UniProt	P03407	Protein Nef				nef
960	162145	Human metapneumovirus	SRC265982	RNA-directed RNA polymerase L	UniProt	Q6WB93	RNA-directed RNA polymerase L				L
961	162145	Human metapneumovirus	SRC280220	Small hydrophobic protein	UniProt	Q6WB95	Small hydrophobic protein				SH
962	10566	Human papillomavirus (Human Papilloma Virus)	SRC265196	Protein E7	UniProt	H2BQC9	Protein E7				E7
963	10566	Human papillomavirus (Human Papilloma Virus)	SRC276208	L1 protein	UniProt	H2BQD4	Major capsid protein L1				L1
964	10566	Human papillomavirus (Human Papilloma Virus)	SRC280082	Major capsid protein L1	UniProt	H2BQD4	Major capsid protein L1				L1
965	333760	Human papillomavirus type 16 (Human papillomavirus - 16)	SRC245608	E4 protein	UniProt	P06922	Protein E4				E4
966	333760	Human papillomavirus type 16 (Human papillomavirus - 16)	SRC265983	Protein E6	UniProt	P03126	Protein E6				E6
967	333760	Human papillomavirus type 16 (Human papillomavirus - 16)	SRC265984	Protein E7	UniProt	P03129	Protein E7				E7
968	333760	Human papillomavirus type 16 (Human papillomavirus - 16)	SRC265985	Major capsid protein L1	UniProt	P03101	Major capsid protein L1				L1
969	333760	Human papillomavirus type 16 (Human papillomavirus - 16)	SRC276209	L2 protein	UniProt	P03107	Minor capsid protein L2				L2
970	333761	Human papillomavirus type 18 (Human papilloma virus type 18)	SRC276207	Major capsid protein L1	UniProt	A9XFU3	Major capsid protein L1				L1
971	10586	Human papillomavirus type 33 (Human papillomavirus - 33)	SRC283303	L1 protein	UniProt	P03101	Major capsid protein L1				L1
972	10600	Human papillomavirus type 6b (Human papillomavirus - 6b)	SRC276206	Major capsid protein L1	UniProt	P04012	Major capsid protein L1				L1
973	11250	Human respiratory syncytial virus	SRC279969	Major surface glycoprotein G	UniProt	O36633	Major surface glycoprotein G				G
974	11250	Human respiratory syncytial virus	SRC280042	Fusion glycoprotein F0	UniProt	O36634	Fusion glycoprotein F0				F
975	11250	Human respiratory syncytial virus	SRC280256	RNA-directed RNA polymerase L	UniProt	O36635	RNA-directed RNA polymerase L				L
976	208893	Human respiratory syncytial virus A (Respiratory syncytial virus group A)	SRC420210	Major surface glycoprotein G	UniProt	O36633	Major surface glycoprotein G				G
977	12132	Human rhinovirus A89 (Human rhinovirus 89)	SRC265978	Genome polyprotein	UniProt	P07210	Genome polyprotein				
978	11908	Human T-cell leukemia virus type I (Human adult T-cell leukemia virus)	SRC244586	surface glycoprotein gp46; env	UniProt	P03381	Envelope glycoprotein gp62				env
979	11908	Human T-cell leukemia virus type I (Human adult T-cell leukemia virus)	SRC276211	Envelope glycoprotein gp62	UniProt	P03381	Envelope glycoprotein gp62				env
980	11908	Human T-cell leukemia virus type I (Human adult T-cell leukemia virus)	SRC276212	Protein Tax-1	UniProt	P03409	Protein Tax-1				Tax
981	11909	Human T-lymphotropic virus 2 (Human lymphotropic virus type 2)	SRC265975	Protein Rex	UniProt	P0C205	Protein Rex				
982	11909	Human T-lymphotropic virus 2 (Human lymphotropic virus type 2)	SRC265976	Gag polyprotein	UniProt	P03345	Gag polyprotein				gag
983	11909	Human T-lymphotropic virus 2 (Human lymphotropic virus type 2)	SRC276213	Envelope glycoprotein gp63	UniProt	P03383	Envelope glycoprotein gp63				env
984	10995	Infectious bursal disease virus (Gumboro virus)	SRC280138	Structural polyprotein	UniProt	Q9WI42	Structural polyprotein				
985	11320	Influenza A virus	SRC280024	RNA-directed RNA polymerase catalytic subunit	UniProt	P03431	RNA-directed RNA polymerase catalytic subunit				PB1
986	11072	Japanese encephalitis virus (Japanese encephalitis (JE) virus)	SRC265969	Genome polyprotein	UniProt	P19110	Genome polyprotein				
987	10632	JC polyomavirus (human polyomavirus JCV)	SRC280032	Major capsid protein VP1	UniProt	Q91UM0	Capsid protein VP1				VP1
988	10623	Kappapapillomavirus 2 (Cottontail rabbit papillomavirus)	SRC280089	Replication protein E1	UniProt	P03112	Replication protein E1				E1
989	11077	Kunjin virus (West Nile virus - Kunjin)	SRC280018	Genome polyprotein	UniProt	Q9Q6P4	Genome polyprotein				GP1
990	1622	Lactobacillus murinus	SRC543252	DUF1810 domain-containing protein	UniProt	A0A4S2EB28	DUF1810 domain-containing protein				E5340_09935
991	11620	Lassa mammarenavirus (Lassa virus)	SRC279979	Pre-glycoprotein polyprotein GP complex	UniProt	P08669	Pre-glycoprotein polyprotein GP complex				GPC
992	11622	Lassa virus Josiah (Lassa virus (strain Josiah))	SRC265972	RING finger protein Z	UniProt	O73557	RING finger protein Z				Z
993	11622	Lassa virus Josiah (Lassa virus (strain Josiah))	SRC280051	Nucleoprotein	UniProt	P13699	Nucleoprotein				N
994	5667	Leishmania aethiopica	SRC265037	aspartate aminotransferase	UniProt	Q2PD61	Aspartate transaminase				asat
995	5671	Leishmania infantum	SRC280370	GP63, leishmanolysin	UniProt	A4HUG0	Leishmanolysin				GP63-3
996	5671	Leishmania infantum	SRC280372	60S acidic ribosomal subunit protein	UniProt	A4I011	Putative 40S ribosomal protein L14				LINJ_22_1370
997	435258	Leishmania infantum JPCM5	SRC529360	Pyridoxal kinase	UniProt	A4I5F6	Pyridoxal kinase				LINJ_30_1310
998	11049	Lelystad virus (PRRSV strain Lelystad)	SRC265917	Nucleoprotein	UniProt	Q04558	Nucleoprotein				N
999	11049	Lelystad virus (PRRSV strain Lelystad)	SRC279947	Replicase polyprotein 1ab	UniProt	Q04561	Replicase polyprotein 1ab				rep
1000	1639	Listeria monocytogenes	SRC280093	Listeriolysin O	UniProt	P13128	Listeriolysin O				hly
1001	1639	Listeria monocytogenes	SRC280225	Probable endopeptidase p60	UniProt	P21171	Probable endopeptidase p60				iap
1002	11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	SRC265973	RNA-directed RNA polymerase L	UniProt	P14240	RNA-directed RNA polymerase L				L
1003	11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	SRC265974	RING finger protein Z	UniProt	P18541	RING finger protein Z				Z
1004	11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	SRC279988	Nucleoprotein	UniProt	P09992	Nucleoprotein				N
1005	11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	SRC292634	envelope glycoprotein	UniProt	P09991	Pre-glycoprotein polyprotein GP complex				GPC
1006	1891767	Macaca mulatta polyomavirus 1 (Polyomavirus maccacae 1)	SRC280165	Large T antigen	UniProt	P03070	Large T antigen				
1007	6594	Macrocallista nimbosa (sun-ray clam)	SRC447497	FMRFamide precursor	UniProt	P69145	FMRFamide				
1008	11234	Measles morbillivirus (Cell-associated subacute sclerosing panencephalitis)	SRC280117	Hemagglutinin glycoprotein	UniProt	Q786F2	Hemagglutinin glycoprotein				H
1009	11234	Measles morbillivirus (Cell-associated subacute sclerosing panencephalitis)	SRC280148	Matrix protein	UniProt	Q9W850	Matrix protein				M
1010	493803	Merkel cell polyomavirus (MCPyV isolate R17b)	SRC517438	Large T antigen	UniProt	B6DVW7	Large T antigen				LT
